#,ประชาธิปัตย์:150,พลังประชารัฐ:150,อนาคตใหม่:150,ประชาชาติ:150,ภูมิใจไทย:150,เสรีรวมไทย:150,รวมพลังประชาชาติไทย:150,แทนคุณแผ่นดิน:150,เศรษฐกิจใหม่:150,ชาติไทยพัฒนา:150,เพื่อชาติ:150,กรีน:150,ประชาธิปไตยใหม่:150,พลังไทยรักไทย:150,ประชาภิวัฒน์:150,พลังสังคม:150,รักษ์ผืนป่าประเทศไทย:150,ความหวังใหม่:150,พลังชาติไทย:150,ภราดรภาพ:150,ถิ่นกาขาวชาววิไล:150,พลังไทยรักชาติ:150,พลังท้องถิ่นไท:150,ไทยศรีวิไลย์:150,พลังธรรมใหม่:150,ชาติพัฒนา:150,ประชานิยม:150,ไทรักธรรม:150,คลองไทย:150,ครูไทยเพื่อประชาชน:150,เพื่อแผ่นดิน:150,ประชาชนปฏิรูป:150,ไทยรักษาชาติ:150,เพื่อไทย:150,พลังศรัทธา:150,แผ่นดินธรรม:150,ทางเลือกใหม่:150,ประชาธรรมไทย:150,พลังไทสร้างชาติ:150,มหาชน:150,ภาคเครือข่ายไทย:150,มติประชา:150,พลังประชาธิปไตย:150,สามัญชน:150,กลาง:150,ประชากรไทย:150,พลังรัก:150,พลเมืองไทย:150,ชาติพันธุ์ไทย:150,พลังปวงชนไทย:150,ประชาไทย:150,เพื่อนไทย:150,สยามพัฒนา:150,อนาคตไทย:150,ไทยรุ่งเรือง:150,เครือข่ายชาวนาแห่งประเทศไทย:150,เพื่อชีวิตใหม่:150,ภูมิพลังเกษตรกรไทย:150,เพื่อคนไทย:150,ฐานรากไทย:150,ไทยธรรม:150,ผงึ้ หลวง:150,เพอื่ สหกรณ์ไทย:150,เพื่อไทยพัฒนา:150,พลังครูไทย:150,ประชาธิปไตยเพื่อประชาชน:150,รวมใจไทย:150,รักท้องถิ่นไทย:150,พลังไทยดี:150,สังคมประชาธิปไตยไทย:150,พลังแรงงานไทย:150,เพื่อธรรม:150,รักษ์ธรรม:150,พลังแผ่นดินทอง:150,ยางพาราไทย:150,พลังสหกรณ์:150,คนธรรมดาแห่งประเทศไทย:150,พัฒนาประเทศไทย:150,คนงานไทย:150,พลังคนกีฬา:150,กสิกรไทย:150
อุตรดิตถ์-1,5318,40747,23828,0,623,1762,661,44,1180,250,1553,115,185,0,67,595,146,0,129,118,0,0,235,205,680,0,404,213,0,225,624,0,0,54669,0,0,0,99,161,0,0,0,87,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0
อุตรดิตถ์-2,5702,33797,16020,0,1649,1420,555,62,767,0,461,0,0,240,46,0,744,0,144,122,0,0,249,292,415,0,497,296,0,287,159,80,0,51144,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
อุทัยธานี-1,8122,8042,9075,0,58659,2493,717,0,647,0,1629,0,0,0,61,13,331,0,74,0,0,0,341,0,0,0,41,54,0,0,49,24,0,0,0,154,0,0,0,0,0,0,153,0,0,0,0,143,0,183,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุทัยธานี-2,12523,13256,14046,0,35450,3308,483,0,0,0,4584,171,0,0,255,86,435,0,196,0,0,0,834,0,0,0,170,206,0,0,129,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,852,0,293,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-1,5220,37476,26456,303,1413,2409,527,0,2014,117,129,0,100,0,211,41,312,89,79,22,0,0,166,233,0,249,62,81,0,91,0,121,0,38660,0,563,237,32,39,32,0,0,0,0,22,0,0,0,0,269,66,0,0,0,0,0,0,0,0,0,0,0,0,107,123,0,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-2,41777,16107,8804,347,1606,563,64,0,370,130,58,0,47,36,486,12,82,0,16,104,0,0,128,120,0,210,69,89,0,809,4,0,0,30198,0,43,66,0,5,8,34,0,64,0,0,0,0,0,0,28,0,0,0,0,0,0,0,16,0,0,0,0,0,241,0,0,474,25,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-3,1582,24378,17889,227,8323,1692,543,0,896,382,140,0,0,0,306,188,190,130,82,31,0,0,667,141,0,154,237,50,0,96,88,143,0,44251,0,0,136,0,391,568,141,0,166,0,133,31,0,0,0,352,48,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-4,1804,20433,7630,66,17335,1048,330,90,287,506,100,0,40,55,17,11,68,38,45,466,0,0,1186,103,0,363,103,88,0,76,333,0,0,32074,0,0,121,0,0,24,0,0,17,0,0,0,0,0,0,47,438,0,0,0,0,0,0,0,0,0,0,35,0,0,68,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-5,1424,33960,6684,633,1413,776,84,23,917,248,57,0,35,52,34,12,42,0,27,31,0,0,359,109,0,68,106,83,0,37,62,0,0,42903,0,23,106,0,36,746,0,0,98,0,0,0,0,0,0,64,18,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-6,3524,32630,8320,128,2511,852,126,64,493,77,309,0,451,228,23,17,117,50,93,119,0,0,577,70,0,196,100,75,0,103,90,182,0,32289,0,84,90,779,104,43,7,0,20,0,0,66,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,22,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-7,6326,30748,8228,446,3509,775,321,0,340,356,87,0,109,152,62,24,147,105,49,36,0,0,602,71,0,145,126,45,0,84,30,610,0,34439,0,195,58,130,0,98,0,0,0,0,0,27,0,0,0,14,178,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-8,24306,21429,8260,143,11071,979,287,0,376,651,272,0,131,416,25,0,0,76,31,0,0,0,317,185,0,110,297,156,0,398,77,109,0,22989,0,73,365,0,11,15,0,0,158,0,36,45,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-9,3272,18579,10427,0,14518,1257,391,46,705,92,438,0,335,164,350,365,224,99,60,26,0,0,161,545,0,242,445,75,0,54,207,0,0,33157,0,0,99,0,0,34,59,0,171,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,55,0,0,155,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี-10,8051,21617,9532,309,10261,1131,200,42,783,7325,885,0,83,218,251,0,612,77,283,35,0,0,154,173,0,156,173,42,0,577,143,45,0,36657,0,81,358,0,0,0,37,0,174,0,0,0,0,0,0,181,125,0,0,0,0,0,0,0,0,0,0,104,0,0,69,0,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0
